xunit, xunit_low, fitted_data, total_model, Ac228_cables, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_cables, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_cables, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_far, K40_holders, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
1164, 1158, 9.91667, 9.40631, 0.00815588, 0.010715, 0.0992848, 0.00881359, 2.0105e-05, 0.00737872, 0.119779, 0.00631097, 0.00782848, 0.00974161, 0.45487, 0.244868, 0.0557772, 1.81639, 5.6192e-05, 0.472927, 0.0560222, 4.23319, 0.453994, 3.93476e-06, 0.114442, 0.456706, 0.177906, 0.516661, 0.0122333, 0.0506363, 0.00815562, 0.00343719, 10.2917, 8.45833, 11.2083, 7.625, 12.0417, 6.70833, 0.576445
1174.5, 1170, 10.7778, 11.1056, 0.00634172, 0.00823395, 0.0764348, 0.00701457, 1.98633e-05, 0.00722897, 0.117343, 0.0062328, 0.0077259, 0.0455201, 2.00245, 0.255608, 0.0559002, 1.88893, 5.71142e-05, 0.489299, 0.0569415, 4.26284, 0.471565, 3.91225e-06, 0.11339, 0.451682, 0.17985, 0.520507, 0.0122254, 0.0509528, 0.00821804, 0.00311362, 12.2778, 9.94444, 13.3889, 8.83333, 14.5, 7.72222, -0.295138
1194, 1179, 10, 9.58902, 0.00557661, 0.00718923, 0.0669179, 0.00615694, 1.94988e-05, 0.00716018, 0.116064, 0.00614693, 0.00765773, 0.00651249, 0.313987, 0.268382, 0.0613212, 1.98753, 5.87369e-05, 0.516468, 0.0585594, 4.29445, 0.48593, 4.02185e-06, 0.118018, 0.474791, 0.182274, 0.523509, 0.0123321, 0.0512162, 0.00824405, 0.00254686, 10.1833, 9.01667, 10.75, 8.45, 11.2833, 7.88333, 0.726926
1224, 1209, 9.13333, 10.1572, 0.00520207, 0.00659485, 0.0620516, 0.00568837, 1.90292e-05, 0.00691093, 0.113351, 0.00594261, 0.00753365, 0.00698041, 0.341914, 0.294797, 0.0671925, 2.17864, 6.1887e-05, 0.567181, 0.0617, 4.38612, 0.517169, 4.25222e-06, 0.127663, 0.510108, 0.188165, 0.60962, 0.0141662, 0.0601234, 0.0105955, 0.00174825, 10.75, 9.55, 11.35, 8.98333, 11.9167, 8.41667, -1.75969
1254, 1239, 10.2, 10.5888, 0.00626849, 0.00784448, 0.0736104, 0.00689093, 1.85374e-05, 0.00678536, 0.110698, 0.00581559, 0.00743133, 0.00705012, 0.347536, 0.320376, 0.0751332, 2.36527, 6.4201e-05, 0.624327, 0.064007, 4.52097, 0.558472, 4.50701e-06, 0.135518, 0.541822, 0.195926, 0.53223, 0.012752, 0.0526941, 0.00816753, 0.0010929, 11.1833, 9.98333, 11.7833, 9.38333, 12.3833, 8.81667, -0.654391
1284, 1269, 10.8, 11.1506, 0.00480051, 0.00596068, 0.0567501, 0.0052512, 1.83201e-05, 0.00665591, 0.108416, 0.00572677, 0.00735515, 0.00729263, 0.361163, 0.342291, 0.0811649, 2.53141, 6.45215e-05, 0.659311, 0.0643265, 4.72714, 0.616054, 4.87778e-06, 0.150999, 0.601253, 0.206438, 0.527823, 0.0126663, 0.051936, 0.00783901, 0.000530893, 11.7833, 10.5167, 12.3833, 9.91667, 12.9833, 9.31667, -0.575137
1314, 1299, 11.7333, 11.383, 0.00416593, 0.00525347, 0.0499048, 0.00453828, 1.80594e-05, 0.006489, 0.106759, 0.00562616, 0.00720555, 0.00752291, 0.373001, 0.344706, 0.084155, 2.56886, 6.21148e-05, 0.673473, 0.0619271, 4.80876, 0.668193, 5.2464e-06, 0.164604, 0.657211, 0.214224, 0.498251, 0.0120814, 0.0488545, 0.00691123, 0.000197707, 12.0167, 10.75, 12.6167, 10.15, 13.2167, 9.55, 0.568808
1333.5, 1329, 10.7778, 12.7957, 0.00407188, 0.00512637, 0.0485657, 0.004413, 1.76342e-05, 0.00638341, 0.103233, 0.00551202, 0.00714288, 0.0426244, 1.87988, 0.331225, 0.0822621, 2.49698, 5.93699e-05, 0.655931, 0.0591905, 4.74039, 0.701099, 5.44898e-06, 0.174706, 0.680144, 0.21676, 0.483106, 0.0118995, 0.0480488, 0.00690965, 3.88932e-05, 14.0556, 11.5, 15.2778, 10.3889, 16.3889, 9.16667, -1.69238
1354, 1338, 10.8438, 10.8935, 0.00433229, 0.00550012, 0.0519079, 0.00476303, 1.80363e-05, 0.00649758, 0.106764, 0.00563361, 0.00714378, 0.0044413, 0.23499, 0.313456, 0.0778847, 2.33765, 5.47535e-05, 0.619898, 0.0545881, 4.70036, 0.725226, 5.56088e-06, 0.179936, 0.702197, 0.215812, 0.4701, 0.0114002, 0.046155, 0.00676117, 1.21541e-06, 11.4844, 10.2969, 12.0781, 9.70312, 12.6406, 9.14062, -0.0852346
1377, 1370, 11.7143, 11.0796, 0.00829956, 0.0113252, 0.102879, 0.00893544, 1.75142e-05, 0.00635026, 0.10398, 0.00547497, 0.00715878, 0.00493117, 0.261788, 0.297181, 0.073831, 2.20171, 5.08069e-05, 0.58319, 0.0506533, 4.54524, 0.732965, 5.63638e-06, 0.182523, 0.713702, 0.21136, 0.852254, 0.020183, 0.0814517, 0.0121425, 0, 12.0357, 10.1786, 12.8929, 9.25, 13.75, 8.39286, 0.713464
1396, 1384, 9.91667, 10.2115, 0.00371505, 0.00470042, 0.0437523, 0.00409057, 1.70078e-05, 0.00606026, 0.0991899, 0.00530196, 0.00709908, 0.00509385, 0.271256, 0.288389, 0.0729058, 2.13828, 4.89794e-05, 0.576225, 0.0488314, 4.31596, 0.708433, 5.46329e-06, 0.174427, 0.691939, 0.200992, 0.477969, 0.0113343, 0.0471987, 0.00827339, 0, 10.8958, 9.52083, 11.5208, 8.89583, 12.1875, 8.27083, -0.45197
1420, 1408, 8.41667, 9.71757, 0.00412226, 0.00531534, 0.0489748, 0.00455258, 1.67736e-05, 0.00603183, 0.0986391, 0.00527635, 0.00704798, 0.00499789, 0.266138, 0.296884, 0.0721759, 2.17405, 4.84981e-05, 0.595754, 0.0483515, 3.92846, 0.659068, 5.11839e-06, 0.16438, 0.64255, 0.185093, 0.440031, 0.0105301, 0.0427147, 0.00636694, 0, 10.3542, 9.0625, 11.0208, 8.4375, 11.6458, 7.8125, -2.04443
1444, 1432, 11.2917, 9.53216, 0.00400313, 0.005178, 0.047868, 0.0044064, 1.67002e-05, 0.00598472, 0.097499, 0.00521291, 0.00704879, 0.00494303, 0.262091, 0.320495, 0.0775378, 2.34908, 5.18093e-05, 0.639691, 0.0516527, 3.63853, 0.63052, 4.89636e-06, 0.155237, 0.616176, 0.172241, 0.384503, 0.00924146, 0.0374683, 0.00547497, 0, 10.1875, 8.89583, 10.8125, 8.27083, 11.4375, 7.64583, 2.79191
1461, 1456, 55.5, 52.343, 0.00583129, 0.00728415, 0.0685465, 0.00637405, 1.64825e-05, 0.00594295, 0.096979, 0.00515785, 0.0069732, 0.00486863, 0.257412, 4.38074, 1.01825, 31.5871, 0.000730055, 8.65732, 0.727849, 3.51413, 0.621788, 4.81958e-06, 0.156232, 0.610754, 0.167851, 0.382924, 0.00916669, 0.0373141, 0.00545452, 0, 54.65, 50.05, 56.95, 47.75, 59.15, 45.55, 1.37987
1479.5, 1466, 5.18519, 5.88892, 0.00337738, 0.00435968, 0.040317, 0.00367892, 1.64679e-05, 0.00589576, 0.0962027, 0.00514872, 0.00692322, 0.00460136, 0.245552, 0.00222704, 0.000338659, 0.017784, 4.1238e-07, 0.00393395, 0.000411133, 3.47285, 0.624906, 4.90049e-06, 0.15585, 0.58892, 0.165905, 0.387342, 0.00924789, 0.0375439, 0.00558184, 0, 6.38889, 5.38889, 6.83333, 4.94444, 7.27778, 4.5, -1.50686
1506.5, 1493, 5.96296, 6.28293, 0.00358539, 0.0044419, 0.0414771, 0.00397896, 1.97223e-05, 0.00717735, 0.117206, 0.00607212, 0.00739628, 0.00418596, 0.224067, 0, 0, 0, 0, 0, 0, 3.71774, 0.67687, 5.20531e-06, 0.163665, 0.632967, 0.175876, 0.436756, 0.0101683, 0.0423059, 0.00696951, 0, 6.7963, 5.7963, 7.27778, 5.31481, 7.72222, 4.83333, -0.663302
1525, 1520, 73.6, 75.0728, 0.00221257, 0.0028157, 0.0260751, 0.00244445, 1.55959e-05, 0.00552642, 0.0908907, 0.00485338, 0.0068326, 0.00393017, 0.211313, 0, 0, 0, 0, 0, 0, 52.9302, 8.80728, 5.50253e-05, 2.19184, 7.95572, 2.39731, 0.382101, 0.00908094, 0.0368027, 0.00545435, 0, 77.85, 72.25, 80.55, 69.55, 83.25, 66.85, -0.537525
1545, 1530, 1.5, 1.03162, 0.00256042, 0.00325667, 0.0301895, 0.00280939, 1.54966e-05, 0.00551885, 0.0898074, 0.00487466, 0.00673425, 0.00391003, 0.208987, 0, 0, 0, 0, 0, 0, 0.079251, 0.0428622, 1.83086e-06, 0.0165607, 0.0460637, 0.00424505, 0.426607, 0.0102318, 0.0412099, 0.00592283, 0, 1.21667, 0.816667, 1.41667, 0.65, 1.61667, 0.516667, 2.37792
1575, 1560, 1.46667, 0.986195, 0.00625682, 0.0076418, 0.0724107, 0.006768, 1.55764e-05, 0.00556124, 0.090162, 0.00487595, 0.00671794, 0.00347397, 0.188328, 0, 0, 0, 0, 0, 0, 0.0457663, 0.0536598, 2.13078e-06, 0.0208115, 0.0472432, 0.00397062, 0.372029, 0.00878961, 0.0360068, 0.00570518, 0, 1.15, 0.783333, 1.35, 0.616667, 1.58333, 0.483333, 2.48031
1605, 1590, 1.23333, 0.919062, 0.00135779, 0.00169503, 0.0159582, 0.00151916, 1.78675e-05, 0.00623633, 0.103323, 0.00550815, 0.0074708, 0.00302402, 0.163657, 0, 0, 0, 0, 0, 0, 0.0485274, 0.0642932, 1.95919e-06, 0.0258714, 0.0602825, 0.00494242, 0.357031, 0.00852635, 0.0344287, 0.00539029, 0, 1.08333, 0.716667, 1.28333, 0.583333, 1.48333, 0.416667, 1.73037
1635, 1620, 1.16667, 0.921681, 0.00356585, 0.00426296, 0.040869, 0.00386752, 1.94169e-05, 0.0067406, 0.111527, 0.00596899, 0.00796367, 0.00273186, 0.147068, 0, 0, 0, 0, 0, 0, 0.052096, 0.0641542, 1.70066e-06, 0.0259793, 0.0657866, 0.00546061, 0.329089, 0.00789841, 0.0317961, 0.00483349, 0, 1.08333, 0.716667, 1.28333, 0.583333, 1.48333, 0.416667, 1.36866
1665, 1650, 1.06667, 0.827202, 0.000772599, 0.00100756, 0.0093755, 0.000834875, 1.52866e-05, 0.00533271, 0.0879896, 0.00477645, 0.00678231, 0.00248887, 0.134552, 0, 0, 0, 0, 0, 0, 0.0479544, 0.0585468, 1.53812e-06, 0.0229261, 0.0632967, 0.00505865, 0.330454, 0.00789766, 0.0320226, 0.00511576, 0, 0.983333, 0.65, 1.15, 0.483333, 1.35, 0.35, 1.40781
1695, 1680, 0.5, 0.740302, 0.000398759, 0.000497417, 0.00475632, 0.000429358, 1.5472e-05, 0.00538298, 0.0888514, 0.00483706, 0.00700321, 0.00230934, 0.125933, 0, 0, 0, 0, 0, 0, 0.0437216, 0.0473236, 1.35187e-06, 0.0204231, 0.0524851, 0.00420899, 0.292076, 0.00695945, 0.0282559, 0.00443262, 0, 0.883333, 0.55, 1.05, 0.416667, 1.25, 0.316667, -1.58751
1717.5, 1710, 0.733333, 0.692027, 0.000385869, 0.000529978, 0.0047821, 0.000414183, 1.54816e-05, 0.00540506, 0.0885355, 0.00491456, 0.00714808, 0.00219738, 0.119282, 0, 0, 0, 0, 0, 0, 0.0395929, 0.0383796, 1.20658e-06, 0.017262, 0.0382663, 0.00335988, 0.283526, 0.00676117, 0.0271405, 0.00412753, 0, 0.9, 0.433333, 1.16667, 0.3, 1.36667, 0.1, 0.239604
1730, 1725, 1.2, 1.54054, 0.000283111, 0.000387521, 0.00353011, 0.000317041, 1.57593e-05, 0.00544575, 0.0894832, 0.00496537, 0.00720232, 0.00213696, 0.116355, 0, 0, 0, 0, 0, 0, 0.0370793, 0.0344405, 1.1662e-06, 0.015115, 0.0336141, 0.00302518, 1.05071, 0.0266184, 0.0995191, 0.0102883, 0, 1.95, 1.15, 2.35, 0.75, 2.85, 0.45, -0.857327
1747.5, 1735, 0.8, 0.620878, 0.000247624, 0.000315906, 0.00295818, 0.000273011, 1.59394e-05, 0.00546676, 0.0912778, 0.0049682, 0.00728384, 0.00208645, 0.113328, 0, 0, 0, 0, 0, 0, 0.0352742, 0.0301105, 1.07817e-06, 0.0147979, 0.0355405, 0.00276689, 0.24156, 0.00569047, 0.023134, 0.00378046, 0, 0.78, 0.46, 0.94, 0.3, 1.14, 0.18, 1.12381
1765, 1760, 2.2, 2.21373, 0.000113569, 0.000136977, 0.00135514, 0.000125104, 1.60915e-05, 0.00554161, 0.0914784, 0.00504878, 0.00739416, 0.00200706, 0.110433, 0, 0, 0, 0, 0, 0, 0.0317265, 0.0275019, 1.01832e-06, 0.0138528, 0.0257511, 0.00254251, 1.66025, 0.0369899, 0.158223, 0.0332432, 0, 2.65, 1.65, 3.15, 1.25, 3.75, 0.95, 0.00549398
1801, 1770, 0.774194, 0.455272, 0.00013088, 0.000167685, 0.00154199, 0.000144428, 1.68382e-05, 0.00581186, 0.0962207, 0.00528753, 0.00751969, 0.00193158, 0.105012, 0, 0, 0, 0, 0, 0, 0.0284406, 0.0242908, 8.95912e-07, 0.0117041, 0.0233035, 0.00216029, 0.124946, 0.00299969, 0.011982, 0.00165889, 0, 0.540323, 0.362903, 0.637097, 0.282258, 0.733871, 0.217742, 3.23381
1837.5, 1832, 0.545455, 0.673293, 0.000201788, 0.000257351, 0.00241107, 0.000214954, 1.63791e-05, 0.00552842, 0.0928505, 0.00510644, 0.0074905, 0.00185954, 0.100154, 0, 0, 0, 0, 0, 0, 0.0365856, 0.0992485, 1.31729e-06, 0.0398105, 0.110975, 0.00654228, 0.144451, 0.00333605, 0.0139696, 0.00228292, 0, 0.954545, 0.409091, 1.22727, 0.227273, 1.5, 0.0454545, -0.469561
1848, 1843, 0.8, 0.836605, 0.000111707, 0.000140021, 0.00136284, 0.00012409, 1.65538e-05, 0.00560715, 0.0942257, 0.00518816, 0.00754641, 0.00182801, 0.0989594, 0, 0, 0, 0, 0, 0, 0.022779, 0.0144461, 8.05347e-07, 0.00812393, 0.0165122, 0.00135116, 0.493483, 0.0122666, 0.0467643, 0.00576756, 0, 1.15, 0.55, 1.45, 0.25, 1.75, 0.05, -0.0703019
2026.5, 1853, 0.348703, 0.357048, 4.06491e-05, 5.13666e-05, 0.00048044, 4.4256e-05, 1.90735e-05, 0.00644032, 0.107746, 0.00596663, 0.00854572, 0.00158922, 0.086026, 0, 0, 0, 0, 0, 0, 0.0162852, 0.0092179, 5.05451e-07, 0.00604885, 0.00732477, 0.000898467, 0.0883922, 0.00211097, 0.00846511, 0.00135462, 0, 0.39049, 0.324207, 0.42219, 0.292507, 0.45389, 0.260807, -0.26015
2204, 2200, 1.125, 0.923632, 0, 0, 0, 0, 2.24342e-05, 0.00762297, 0.12598, 0.00697851, 0.00959137, 0.00144598, 0.0790976, 0, 0, 0, 0, 0, 0, 0.00874236, 0.0060034, 3.30891e-07, 0.00380304, 0.00491434, 0.000562984, 0.5868, 0.013089, 0.0560111, 0.012967, 0, 1.3125, 0.5625, 1.6875, 0.3125, 2.0625, 0.0625, 0.62733
2409, 2208, 0.278607, 0.281909, 0, 0, 0, 0, 2.77197e-05, 0.00944945, 0.156449, 0.00866191, 0.0109892, 0.00108316, 0.0596292, 0, 0, 0, 0, 0, 0, 0.0062107, 0.0037715, 1.99177e-07, 0.0023059, 0.00276279, 0.000355545, 0.0178128, 0.000423541, 0.00169796, 0.000277561, 0, 0.309701, 0.254975, 0.337065, 0.227612, 0.36194, 0.202736, -0.124675
2615, 2610, 1.7, 1.2478, 0, 0, 0, 0, 0.000195412, 0.0601087, 0.978583, 0.062007, 0.139293, 0, 6.59422e-06, 0, 0, 0, 0, 0, 0, 0.00105494, 0.0015672, 9.35548e-08, 0.00113282, 0.00117944, 9.04003e-05, 0.00227883, 5.25784e-05, 0.000224639, 2.33741e-05, 0, 1.65, 0.85, 1.95, 0.55, 2.45, 0.35, 1.25154
2905, 2620, 0.0912281, 0.119696, 0, 0, 0, 0, 1.61714e-05, 0.00625609, 0.102907, 0.00493628, 0.00145375, 2.0907e-09, 2.31376e-07, 0, 0, 0, 0, 0, 0, 0.000718376, 0.000907328, 2.71913e-08, 0.000305492, 0.000731116, 6.0635e-05, 0.00123831, 3.17703e-05, 0.00011822, 1.46454e-05, 0, 0.134211, 0.104386, 0.15, 0.0903509, 0.164035, 0.0763158, -1.96449
3197.5, 3190, 0.133333, 0.382264, 0, 0, 0, 0, 5.19197e-05, 0.0217903, 0.341245, 0.015503, 0.00197737, 0, 0, 0, 0, 0, 0, 0, 0, 0.000599104, 0.000623511, 3.73644e-09, 0.000151043, 0.000262098, 6.02668e-05, 0, 0, 1.05837e-07, 1.11305e-07, 0, 0.5, 0.166667, 0.7, 0.0333333, 0.9, 0, -1.70667
3602.5, 3205, 0.0113208, 0.00719094, 0, 0, 0, 0, 8.45433e-07, 0.0003167, 0.00596314, 0.000223368, 2.37768e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0.000196097, 0.000164383, 1.25271e-09, 6.10684e-05, 0.000225009, 1.6549e-05, 0, 0, 0, 0, 0, 0.00943396, 0.00314465, 0.0132075, 0.000628931, 0.0169811, 0, 1.3188
4025.22, 4000, 0, 9.64068e-06, 0, 0, 0, 0, 1.10288e-09, 4.01922e-07, 8.9708e-06, 2.65258e-07, 1.59651e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000628931, 0, 0.000628931, 0, 0.00188679, 0, -0.277244
